pop	fsc_small	fsc_perp	fsc_big	pe	chl_small	chl_big	point_order	gating_id
beads	3542.9556169334433			3548.595803376437			1	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	1167.3782524883754			3440.5820540482214			2	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	607.7532246289808			2009.6303762600826			3	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	466.80108489570284			1441.8299858790756			4	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	399.36518862237807			927.6821994918893			5	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	374.2456363857384			600.8388229035871			6	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	543.5857214237349			469.0308659273194			7	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	659.429322901726			469.21899050685766			8	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	959.091570750706			593.5149734176485			9	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	1509.9495828707766			716.6144281323459			10	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	1843.6488292030294			931.5342930128262			11	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	2335.6965360006616			1734.6626193371237			12	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	4002.29863069394			2897.380775583079			13	0ae52d80-a4db-4e7f-be81-c2759560ddc2
picoeuk	3685.332299185775				3718.312138900613		1	0ae52d80-a4db-4e7f-be81-c2759560ddc2
picoeuk	135.42906162634804				3305.3404859091893		2	0ae52d80-a4db-4e7f-be81-c2759560ddc2
picoeuk	8.026799718442506				321.5273632189197		3	0ae52d80-a4db-4e7f-be81-c2759560ddc2
picoeuk	10.326583621498386				27.49705601365835		4	0ae52d80-a4db-4e7f-be81-c2759560ddc2
picoeuk	3662.129334295506				27.165515084596112		5	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	120.36359465592403			324.6693191251214			1	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	125.26328230822187			329.14830280425144			2	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	48.04959737397537			317.7992500861156			3	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	23.351159277708835			239.76895253351233			4	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	9.836488981805292			84.56438568772823			5	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	8.30900402253449			46.20192640454735			6	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	6.951957090091115			17.179077656881024			7	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	6.272010021707307			6.831190773416856			8	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	8.167774713567788			4.433436333545042			9	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	12.295439564922026			3.2252343621654807			10	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	20.64077936082183			2.5831568284642397			11	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	31.632309959461303			2.4164768110444212			12	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	49.24769466026203			2.381046313931316			13	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	87.69969178470055			2.3511584177522367			14	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	114.66269164718292			2.5404388074918627			15	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	165.58010308913794			2.954465420348172			16	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	662.1011463360834			14.214762511354973			17	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	714.4958131141082			50.29483071823637			18	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	704.7495468207043			83.77961190015282			19	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	606.4547941526799			135.4634612403241			20	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	476.98785087680864			206.37551308181105			21	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	241.840269383706			308.15682616784574			22	0ae52d80-a4db-4e7f-be81-c2759560ddc2
synecho	140.61741294174476			337.4344072772316			23	0ae52d80-a4db-4e7f-be81-c2759560ddc2
beads	442.1176392661712			3902.5613429911473			1	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
beads	581.900046642446			848.4904444048797			2	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
beads	3730.7340969146294			1298.9688846118374			3	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
beads	3607.0540322896504			3640.744183036134			4	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
picoeuk	0.8916781039253809				3888.572023016332		1	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
picoeuk	1.7150472062562394				73.62502620060393		2	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
picoeuk	331.37314549743456				23.196399667358794		3	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
picoeuk	3689.5465564213414				296.4684584342228		4	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
picoeuk	3923.8494234426207				4107.067454021586		5	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	30.522928441708732			822.7802169067811			1	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	5.241299614599695			141.2779585867211			2	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	5.133820795415118			12.91535233225158			3	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	15.674860674371663			3.7407404814458785			4	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	94.99941376320974			4.152495221319603			5	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	287.0533046351459			12.911682477617132			6	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	482.95680846192505			70.36681318066655			7	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	310.59134418092805			309.675444374113			8	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
synecho	127.17353256597433			754.0192125797433			9	0f3a36c9-ed96-4e7b-9a52-c136c16f0adc
beads	521.4760743104506			3747.479454184952			1	121c1a04-ae39-46c7-8a16-4ed907580dff
beads	830.7627375396271			916.0543786891164			2	121c1a04-ae39-46c7-8a16-4ed907580dff
beads	3729.5299749442456			1545.475639036291			3	121c1a04-ae39-46c7-8a16-4ed907580dff
beads	3865.910045592769			3768.9005167905784			4	121c1a04-ae39-46c7-8a16-4ed907580dff
synecho	3.089275634048782			7.924628338099076			1	121c1a04-ae39-46c7-8a16-4ed907580dff
synecho	22.574480231821955			3.446114211871532			2	121c1a04-ae39-46c7-8a16-4ed907580dff
synecho	124.23762965717765			3.9763667435172527			3	121c1a04-ae39-46c7-8a16-4ed907580dff
synecho	489.84586477290014			33.52068003971805			4	121c1a04-ae39-46c7-8a16-4ed907580dff
synecho	557.4619870410326			348.89676215080465			5	121c1a04-ae39-46c7-8a16-4ed907580dff
synecho	5.799929996275411			1344.8202629893112			6	121c1a04-ae39-46c7-8a16-4ed907580dff
beads	361.90858792111084			3876.535252245693			1	1439eeaa-026f-4abe-8a61-9434cf4945a2
beads	733.9432382623821			882.8835766307842			2	1439eeaa-026f-4abe-8a61-9434cf4945a2
beads	3707.7113880487736			1427.8265709032787			3	1439eeaa-026f-4abe-8a61-9434cf4945a2
beads	3531.009284401476			3817.006592158103			4	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	31.50013926540411			664.4123279428943			1	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	8.727860689133301			71.83815445314274			2	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	6.474726970283908			17.133809316780734			3	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	16.093742847410642			3.840527158996509			4	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	75.616683921155			4.232318473206988			5	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	285.63235917723694			11.520725954750583			6	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	355.35879633615787			50.05053140690456			7	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	324.4617473713447			237.32919681746233			8	1439eeaa-026f-4abe-8a61-9434cf4945a2
synecho	93.86894095202963			696.5610845671871			9	1439eeaa-026f-4abe-8a61-9434cf4945a2
beads	3541.2961246628947			3671.4979951427313			1	159249c4-6f93-451d-aecc-1b16216f34d5
beads	708.5335308329741			3579.0830583197076			2	159249c4-6f93-451d-aecc-1b16216f34d5
beads	451.8019573920589			2811.0973850860196			3	159249c4-6f93-451d-aecc-1b16216f34d5
beads	333.2045879209179			1687.8117527112604			4	159249c4-6f93-451d-aecc-1b16216f34d5
beads	337.15388967290755			1033.9054307345918			5	159249c4-6f93-451d-aecc-1b16216f34d5
beads	439.22639089764726			767.0479872616031			6	159249c4-6f93-451d-aecc-1b16216f34d5
beads	633.805887965677			667.1334588107339			7	159249c4-6f93-451d-aecc-1b16216f34d5
beads	975.1354167416993			754.4423301083011			8	159249c4-6f93-451d-aecc-1b16216f34d5
beads	1401.3190518395056			1244.5314044358413			9	159249c4-6f93-451d-aecc-1b16216f34d5
beads	1504.9091208835018			1705.428927206061			10	159249c4-6f93-451d-aecc-1b16216f34d5
beads	3845.16647765117			2390.3623216227966			11	159249c4-6f93-451d-aecc-1b16216f34d5
picoeuk	3371.652598727213				3664.31397356555		1	159249c4-6f93-451d-aecc-1b16216f34d5
picoeuk	52.493665600327574				3193.651261360798		2	159249c4-6f93-451d-aecc-1b16216f34d5
picoeuk	10.948901317564742				3051.4571642579426		3	159249c4-6f93-451d-aecc-1b16216f34d5
picoeuk	5.312231166272874				445.226120466095		4	159249c4-6f93-451d-aecc-1b16216f34d5
picoeuk	8.442703926428852				49.591119582154114		5	159249c4-6f93-451d-aecc-1b16216f34d5
