pop	fsc_small	fsc_perp	fsc_big	pe	chl_small	chl_big	point_order	gating_id
beads	3474.096183165455			3705.7464886382786			1	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	723.4797714749701			3728.591759256068			2	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	601.1259555758803			2922.226306898371			3	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	477.6979510037077			1924.3309303175017			4	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	475.486494121594			1379.4088536337176			5	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	571.2309166227172			1000.0709267114808			6	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	812.8175147627458			938.8989228791261			7	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	1076.5618978348448			1170.4346612692395			8	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	1415.9747030718027			1617.1242596065692			9	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	1703.869515876674			2128.8590381455697			10	5f777ee8-6d0d-463d-a652-0f48ccf869ae
beads	3789.8617510204353			2691.8711901009206			11	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				1569.4703095756822	3161.3898307030627		1	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				1341.546397665304	2077.2099991150612		2	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				994.4670715225474	1372.1067433711655		3	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				549.0014791483235	890.0740023781142		4	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				291.59812607485947	730.1641151948215		5	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				204.19672924276918	738.406867874473		6	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				188.28219781471677	766.7321713069578		7	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				167.28624815686555	1019.7927771282391		8	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				169.65016789012896	1493.9967518296435		9	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				203.17773714722748	1992.9192450613186		10	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				270.8970027014365	2602.9281119336447		11	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				378.79049097082975	3366.013225327808		12	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				456.8439940855497	3614.4024802613503		13	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				667.9712541471746	4024.8412047553165		14	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				913.9450976197007	4278.559970133086		15	5f777ee8-6d0d-463d-a652-0f48ccf869ae
croco				1176.6290117994838	4241.91248517239		16	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	3826.724940949614				3751.1167589568267		1	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	44.20175520795386				3633.2430716286285		2	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	6.363794471783371				1073.3774912172596		3	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	9.483806710579396				71.87463867795663		4	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	13.959963814013202				74.95129456797636		5	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	28.446984119866457				74.50808963444426		6	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	65.8808883609921				69.86682164199702		7	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	132.71095257450713				62.000680019171455		8	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	222.98452566820933				51.95239745186489		9	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	490.0385728274596				36.39790060196639		10	5f777ee8-6d0d-463d-a652-0f48ccf869ae
picoeuk	3913.057119758139				66.72766031978661		11	5f777ee8-6d0d-463d-a652-0f48ccf869ae
synecho	112.45023766714577			331.2541546340903			1	5f777ee8-6d0d-463d-a652-0f48ccf869ae
synecho	124.79641931601884			335.7531326840921			2	5f777ee8-6d0d-463d-a652-0f48ccf869ae
synecho	78.3289196714597			316.35124876611957			3	5f777ee8-6d0d-463d-a652-0f48ccf869ae
synecho	37.64510422503475			268.0874889696142			4	5f777ee8-6d0d-463d-a652-0f48ccf869ae
synecho	13.108884920497053			174.45270002547394			5	5f777ee8-6d0d-463d-a652-0f48ccf869ae
synecho	7.046449017214426			89.14602363437814			6	5f777ee8-6d0d-463d-a652-0f48ccf869ae
synecho	5.690686713837717			37.83832369893618			7	5f777ee8-6d0d-463d-a652-0f48ccf869ae
