start_date	gating_id
2013-01-26T23:14:28+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-27T03:00:36+00:00	0229f214-d57e-490e-9f26-f96988fbafeb
2013-01-27T04:00:41+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-27T07:01:19+00:00	0229f214-d57e-490e-9f26-f96988fbafeb
2013-01-27T10:01:34+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-28T06:02:37+00:00	56a4ef9e-a412-4efe-8cbf-3ec857650ed1
2013-01-28T08:02:11+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-29T21:01:04+00:00	ec50e6e5-1a72-4197-a1fe-852d7377f424
2013-01-30T03:00:57+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-30T04:01:02+00:00	0229f214-d57e-490e-9f26-f96988fbafeb
2013-01-30T05:01:07+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-30T13:01:45+00:00	0229f214-d57e-490e-9f26-f96988fbafeb
2013-01-30T14:01:50+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-30T15:01:55+00:00	ec50e6e5-1a72-4197-a1fe-852d7377f424
2013-01-30T16:02:00+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-01-30T23:01:16+00:00	ec50e6e5-1a72-4197-a1fe-852d7377f424
2013-01-31T18:00:18+00:00	2453db16-5288-4ac8-b4c1-1334282ba793
2013-01-31T21:11:21+00:00	610b6643-d089-4cb9-bfcb-fa71e8bbb85d
2013-01-31T22:29:28+00:00	2453db16-5288-4ac8-b4c1-1334282ba793
2013-01-31T23:00:26+00:00	ec50e6e5-1a72-4197-a1fe-852d7377f424
2013-02-01T03:00:36+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-02-01T08:04:23+00:00	2453db16-5288-4ac8-b4c1-1334282ba793
2013-02-01T19:55:43+00:00	ec50e6e5-1a72-4197-a1fe-852d7377f424
2013-02-01T22:01:53+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-02-02T02:00:31+00:00	0229f214-d57e-490e-9f26-f96988fbafeb
2013-02-02T03:00:35+00:00	890a4662-9b59-492e-965d-1aafb74306f9
2013-02-02T06:00:50+00:00	0229f214-d57e-490e-9f26-f96988fbafeb
2013-02-02T11:01:14+00:00	56a4ef9e-a412-4efe-8cbf-3ec857650ed1
