start_date	gating_id
2023-02-25T05:22:31+00:00	1c89483e-fe52-4825-adc3-79f14058f514
2023-02-25T06:00:58+00:00	71fed638-3322-4fa4-97b6-e0efee7a72a4
2023-02-25T07:01:03+00:00	3713319d-3c12-40e5-8231-489b8e0c2835
2023-02-25T08:01:08+00:00	cfa3b516-360f-4e45-ae35-aaa42af9ab76
2023-02-25T09:01:13+00:00	3713319d-3c12-40e5-8231-489b8e0c2835
2023-02-25T12:01:27+00:00	baa860c6-0f15-46a5-b9a5-cb16b70d7f26
2023-02-25T15:01:40+00:00	7fe3bdcd-ee06-430e-897a-f58f59ad1ff6
2023-02-25T21:11:18+00:00	15f405ef-5928-46f2-88a3-c227a488d45d
2023-02-25T22:29:03+00:00	71fed638-3322-4fa4-97b6-e0efee7a72a4
2023-02-26T00:00:02+00:00	8619870a-c31b-413a-a89c-7d4923b19194
2023-02-26T05:01:58+00:00	71fed638-3322-4fa4-97b6-e0efee7a72a4
2023-02-26T08:02:12+00:00	ad4d7a28-31da-4262-a455-98bc4e076df5
2023-02-26T09:02:17+00:00	6e0f5799-ea69-4d5e-95e6-587be20eba80
2023-02-26T11:02:26+00:00	6d86360b-ede1-4a31-b0ad-ad535be737b1
2023-02-26T16:02:50+00:00	12c3a69c-b7ab-42f6-a6e4-6beef96f40c6
2023-02-26T17:02:54+00:00	80cbdc4c-b513-4120-8823-8a163a7aade3
2023-02-26T18:02:59+00:00	27d9ebe5-9aef-4f8a-b5d1-8006ee70c161
2023-02-26T21:00:12+00:00	63b75774-4d3e-4990-bfb3-d5aef788310e
2023-02-27T01:00:06+00:00	1b7f07f0-b76c-4f88-877b-7cf4c99e82a9
2023-02-27T06:02:44+00:00	63b75774-4d3e-4990-bfb3-d5aef788310e
2023-02-27T09:02:58+00:00	a0a640ad-0e0c-4563-a43d-a18c1816246e
2023-02-27T10:00:02+00:00	06859ad5-0a2d-4e1e-93be-a4918a69c54c
2023-02-27T11:00:07+00:00	a0a640ad-0e0c-4563-a43d-a18c1816246e
2023-02-27T12:00:12+00:00	06859ad5-0a2d-4e1e-93be-a4918a69c54c
