pop	fsc_small	fsc_perp	fsc_big	pe	chl_small	chl_big	point_order	gating_id
beads	162.0623604332112			536.9955181416605			1	c1fe0497-e67c-4359-9b8b-926ae20dedfd
beads	196.40991511131898			218.21119707297214			2	c1fe0497-e67c-4359-9b8b-926ae20dedfd
beads	392.7820951560116			227.11632649153486			3	c1fe0497-e67c-4359-9b8b-926ae20dedfd
beads	2601.7717527121436			4142.733502372983			4	c1fe0497-e67c-4359-9b8b-926ae20dedfd
beads	143.33540821239433			4056.848278916882			5	c1fe0497-e67c-4359-9b8b-926ae20dedfd
picoeuk	1.0341800927959024				3719.293260976272		1	c1fe0497-e67c-4359-9b8b-926ae20dedfd
picoeuk	1.9227682023434947				20.98588054260663		2	c1fe0497-e67c-4359-9b8b-926ae20dedfd
picoeuk	23.759491631381458				5.808565135870253		3	c1fe0497-e67c-4359-9b8b-926ae20dedfd
picoeuk	3633.2208235262087				71.6983406605253		4	c1fe0497-e67c-4359-9b8b-926ae20dedfd
picoeuk	3702.946803587856				3771.6338886401763		5	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	29.702131545445514			103.65913078734692			1	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	15.448290488533456			76.51148795771024			2	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	3.8153034720297043			31.869163768831626			3	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	3.729404349848742			8.420538894206588			4	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	5.8166067532681405			3.363469121889342			5	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	14.151595633059484			2.6106639322577276			6	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	39.67774372113773			4.031417950846196			7	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	88.33975210700785			11.763953295703272			8	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	122.30928335154752			38.690101730988715			9	c1fe0497-e67c-4359-9b8b-926ae20dedfd
synecho	117.89232802154154			114.94229447217396			10	c1fe0497-e67c-4359-9b8b-926ae20dedfd
beads	122.04316401473149			3306.819172576656			1	cd6f62be-067d-454f-97bf-c8df1a869680
beads	131.20993883602367			910.0284852946729			2	cd6f62be-067d-454f-97bf-c8df1a869680
beads	237.90162877281102			722.3118464461368			3	cd6f62be-067d-454f-97bf-c8df1a869680
beads	535.8295717514972			1494.598484707301			4	cd6f62be-067d-454f-97bf-c8df1a869680
beads	713.8267609825134			3121.8889864417997			5	cd6f62be-067d-454f-97bf-c8df1a869680
picoeuk	1.271656661434975				3968.772933407247		1	cd6f62be-067d-454f-97bf-c8df1a869680
picoeuk	1.7672795848823415				61.59264264186767		2	cd6f62be-067d-454f-97bf-c8df1a869680
picoeuk	54.88731041329844				9.0992052149198		3	cd6f62be-067d-454f-97bf-c8df1a869680
picoeuk	3377.4246481926484				49.17768685961952		4	cd6f62be-067d-454f-97bf-c8df1a869680
picoeuk	3559.5743733813515				3834.9289896074897		5	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	14.757581868619587			146.75269186146983			1	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	6.987536671079637			60.21353657609209			2	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	3.5640701232966023			25.188059811153664			3	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	3.6377775956797276			10.053232009130815			4	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	4.944230420905698			4.109875174802019			5	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	9.102975535542603			2.7461590901906754			6	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	21.286205658395335			2.86280567418113			7	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	43.87880235556187			5.606544101602011			8	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	68.88471800576288			7.526098467719098			9	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	86.36366397752353			15.23367237631799			10	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	116.70486621054008			41.99315578785717			11	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	128.23678483939042			91.97907133449792			12	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	117.53977214235933			129.3765455027566			13	cd6f62be-067d-454f-97bf-c8df1a869680
synecho	94.75665904718626			138.79184126135402			14	cd6f62be-067d-454f-97bf-c8df1a869680
