start_date	gating_id
2011-05-16T15:01:58+00:00	d0402a76-2bd3-4f1e-993d-17ac3dfea918
2011-05-16T18:02:06+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-16T20:02:12+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-16T22:38:09+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-17T00:00:20+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-17T01:00:22+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-17T02:00:25+00:00	f4710aa3-a39f-42f4-91f4-13371cf891f1
2011-05-17T03:00:28+00:00	2b0c713e-59fd-432e-9da9-ff605e408d7e
2011-05-17T04:00:31+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-17T11:18:27+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-17T14:00:35+00:00	4f1d3af9-b736-4c0e-b929-b1058e8299b4
2011-05-17T17:01:37+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-17T19:01:43+00:00	4f1d3af9-b736-4c0e-b929-b1058e8299b4
2011-05-17T21:01:49+00:00	f4710aa3-a39f-42f4-91f4-13371cf891f1
2011-05-18T02:00:25+00:00	d0402a76-2bd3-4f1e-993d-17ac3dfea918
2011-05-18T04:00:31+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-18T05:00:35+00:00	d0402a76-2bd3-4f1e-993d-17ac3dfea918
2011-05-18T12:48:27+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-18T13:00:28+00:00	4f1d3af9-b736-4c0e-b929-b1058e8299b4
2011-05-18T14:00:30+00:00	9bdeb715-4eea-4f1c-9ce8-bb9f675725a9
2011-05-18T20:00:48+00:00	f4710aa3-a39f-42f4-91f4-13371cf891f1
2011-05-18T22:00:55+00:00	9bdeb715-4eea-4f1c-9ce8-bb9f675725a9
2011-05-18T23:00:58+00:00	d0402a76-2bd3-4f1e-993d-17ac3dfea918
2011-05-19T04:00:08+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-19T06:00:14+00:00	d0402a76-2bd3-4f1e-993d-17ac3dfea918
2011-05-19T15:00:04+00:00	4f1d3af9-b736-4c0e-b929-b1058e8299b4
2011-05-20T01:45:39+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-20T15:00:38+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-20T16:00:41+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-20T19:00:49+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-20T21:00:56+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-21T10:00:49+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-21T11:00:52+00:00	4f1d3af9-b736-4c0e-b929-b1058e8299b4
2011-05-21T12:00:55+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-21T13:00:58+00:00	d0402a76-2bd3-4f1e-993d-17ac3dfea918
2011-05-21T14:01:01+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-21T16:01:15+00:00	2b0c713e-59fd-432e-9da9-ff605e408d7e
2011-05-22T01:43:27+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-22T09:01:48+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-22T10:01:51+00:00	2b0c713e-59fd-432e-9da9-ff605e408d7e
2011-05-22T13:02:00+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-22T14:02:03+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-22T20:00:56+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-23T03:00:32+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-23T06:00:42+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-23T07:00:44+00:00	d0402a76-2bd3-4f1e-993d-17ac3dfea918
2011-05-23T08:00:47+00:00	4f1d3af9-b736-4c0e-b929-b1058e8299b4
2011-05-23T14:01:05+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
2011-05-23T15:01:08+00:00	df170457-60a1-4f79-88fd-0f36271c8745
2011-05-23T21:00:15+00:00	6c18807e-e644-4b76-8b0d-0c34cd92a52b
2011-05-23T22:00:18+00:00	4f1d3af9-b736-4c0e-b929-b1058e8299b4
2011-05-24T12:00:56+00:00	e1bb5499-1053-4587-9b60-5f9f5c1ddcc4
